Date,PE_ratio,CAPE
1880-03-31,13.006134969325155,
1880-04-30,12.431005519558434,
1880-05-31,11.202442461249412,
1880-06-30,11.011494252873563,
1880-07-31,11.278703286807744,
1880-08-31,11.449371277299802,
1880-09-30,11.2,
1880-10-31,11.299554801780793,
1880-11-30,11.668053244592347,
1880-12-31,11.918367346938776,
1881-01-31,12.741869081926719,18.47395230140494
1881-02-28,12.808802159020136,18.14725816499023
1881-03-31,13.068062827225132,18.27011914020499
1881-04-30,13.141770547221634,17.95010827822289
1881-05-31,13.853367433930094,18.869718693152592
1881-06-30,14.150537634408602,19.02871073111578
1881-07-31,13.780381944444445,18.116367187389738
1881-08-31,13.575651412305671,17.286243553973446
1881-09-30,13.812154696132596,16.724836648772897
1881-10-31,13.71849208119563,16.261989411181354
1881-11-30,13.935164340387214,16.47864231664487
1881-12-31,13.659090909090908,15.958754206105079
1882-01-31,13.479052823315119,15.678764160028743
1882-02-28,13.210130047912388,15.153861528363038
1882-03-31,13.211428571428572,15.091670299486745
1882-04-30,13.235630867872683,14.916997168375302
1882-05-31,13.102340523175767,14.567103202191758
1882-06-30,13.057471264367816,14.327404890131673
1882-07-31,13.81851681252879,15.240559761217828
1882-08-31,14.262635587352872,15.525429331463034
1882-09-30,14.427745664739884,16.081106624462315
1882-10-31,14.060690294185779,15.75558103052656
1882-11-30,13.486536675951717,15.192670313165339
1882-12-31,13.581395348837209,15.382128332081967
1883-01-31,13.5906432748538,15.27025911909857
1883-02-28,13.364705882352942,14.75759014617622
1883-03-31,13.609467455621303,15.05125412140164
1883-04-30,13.976190476190476,15.482067222036674
1883-05-31,13.820359281437126,15.335497637337067
1883-06-30,14.02409638554217,15.903388388583796
1883-07-31,13.890909090909092,15.948783127017029
1883-08-31,13.341463414634147,15.196810876629849
1883-09-30,13.570552147239265,15.494692425793458
1883-10-31,13.28395061728395,15.048056270223839
1883-11-30,13.565217391304348,15.408218142448874
1883-12-31,13.35,14.896403941887169
1884-01-31,13.197452229299362,14.432821721970727
1884-02-29,13.818181818181818,14.805960228816714
1884-03-31,14.039735099337747,14.736023454014473
1884-04-30,13.675675675675675,14.353453682579477
1884-05-31,12.827586206896553,13.46505031380491
1884-06-30,12.563380281690142,12.906876483666865
1884-07-31,12.83453237410072,13.043931585991672
1884-08-31,13.941176470588236,13.859813341769325
1884-09-30,13.804511278195488,13.569154744335725
1884-10-31,13.661538461538463,13.27325131913416
1884-11-30,13.700787401574802,13.304437602119732
1884-12-31,14.0,13.432292746944762
1885-01-31,13.824584284316924,13.129817425635967
1885-02-28,14.408176722716782,13.384817593597964
1885-03-31,14.6,13.734194093452514
1885-04-30,14.728682170542635,13.54854854103006
1885-05-31,14.728946471189909,13.71137187256194
1885-06-30,14.827586206896552,13.978784368698355
1885-07-31,15.55633065922567,14.32665877708933
1885-08-31,16.62548535121779,15.130410796707158
1885-09-30,16.607142857142858,15.11628502872425
1885-10-31,17.780990242139502,15.991023962168986
1885-11-30,19.173069886571536,16.824034498619024
1885-12-31,19.25925925925926,16.30447595227853
1886-01-31,18.909090909090907,16.69231747079766
1886-02-28,18.928571428571427,17.006648259461006
1886-03-31,18.210526315789476,16.843266101570144
1886-04-30,17.655172413793107,16.801716131246312
1886-05-31,17.016949152542374,16.86319551509784
1886-06-30,17.5,17.83149405537689
1886-07-31,17.475409836065573,17.84584504153222
1886-08-31,17.322580645161292,17.72391279961928
1886-09-30,17.49206349206349,18.147143925800037
1886-10-31,17.65625,18.562381342866576
1886-11-30,17.815384615384616,18.968312634942848
1886-12-31,17.09090909090909,18.19405755688645
1887-01-31,16.781954887218046,17.512222096304964
1887-02-28,16.53731343283582,17.125366596972327
1887-03-31,16.799999999999997,17.473213711513765
1887-04-30,17.058823529411764,17.822983639100723
1887-05-31,17.226277372262775,18.075445427458252
1887-06-30,16.608695652173914,17.707695663272997
1887-07-31,16.086330935251798,17.431460535613088
1887-08-31,15.571428571428573,16.73984961482072
1887-09-30,15.26241134751773,16.676629667380155
1887-10-31,14.647887323943664,15.880666812517322
1887-11-30,14.825174825174825,15.950712201066784
1887-12-31,14.638888888888888,15.455513454469953
1888-01-31,15.098094967301677,15.358662514259917
1888-02-29,15.380133993591611,15.418178318820546
1888-03-31,15.164179104477611,14.808972366946579
1888-04-30,15.610651974288338,15.020108681844473
1888-05-31,16.242538485705307,15.38791695722914
1888-06-30,16.161290322580644,15.077628818434698
1888-07-31,17.036791514749748,15.279642515498182
1888-08-31,17.899761336515514,15.602911670088815
1888-09-30,18.87719298245614,15.987828821761426
1888-10-31,19.335019877123237,15.715941874329712
1888-11-30,19.530376444278794,15.22374901694629
1888-12-31,19.769230769230766,14.946748301089235
1889-01-31,19.90125332320547,15.802286071028167
1889-02-28,19.872515935508062,16.192720447849002
1889-03-31,19.22222222222222,16.065045360769297
1889-04-30,18.953530918404685,16.050104533967488
1889-05-31,19.226599204915072,16.915421076068384
1889-06-30,19.32142857142857,17.21930294394769
1889-07-31,18.70808330391811,16.889214491107516
1889-08-31,18.730380188350193,17.131853975345734
1889-09-30,18.965517241379313,17.3507880263486
1889-10-31,18.411183088987386,17.053214402955494
1889-11-30,18.03168183350185,16.90602117024937
1889-12-31,17.733333333333334,16.61033807660339
1890-01-31,17.981283422459892,17.220071982181903
1890-02-28,17.8343949044586,17.02681498267141
1890-03-31,17.747899159663866,16.90112228858991
1890-04-30,18.166498146275696,17.257854542603198
1890-05-31,18.999323867478026,17.786430487858624
1890-06-30,18.91525423728814,17.684360844450165
1890-07-31,18.830727396329028,17.589295440864863
1890-08-31,18.44527787248551,16.5967911339791
1890-09-30,18.18803418803419,16.16970200061531
1890-10-31,17.415152553993828,15.48284916334444
1890-11-30,16.196698762035762,14.745043493292805
1890-12-31,15.862068965517242,14.442991231338441
1891-01-31,16.451393609789257,15.428980086469101
1891-02-28,16.426416359369764,15.476522332432543
1891-03-31,15.900826446280991,15.051623357657386
1891-04-30,16.204760352135636,15.408945125474125
1891-05-31,15.926640926640927,15.566495230713256
1891-06-30,15.396825396825395,15.658211395638151
1891-07-31,14.943609022556391,15.617919238645992
1891-08-31,15.248994741725951,16.16399850996304
1891-09-30,16.27480916030534,17.71126141325653
1891-10-31,16.06873681037082,17.71656858982637
1891-11-30,15.634306134603932,17.671739174764006
1891-12-31,15.911764705882351,18.20630300020994
1892-01-31,16.08759124087591,19.016388404225278
1892-02-29,16.0,19.03642504097844
1892-03-31,16.057553956834532,19.738054849323017
1892-04-30,15.914285714285716,19.943265241638652
1892-05-31,15.801418439716313,19.911465213489812
1892-06-30,15.605633802816902,19.769284397136747
1892-07-31,15.496503496503497,19.21188643450556
1892-08-31,15.611111111111112,19.204303803173826
1892-09-30,15.117241379310347,18.6942718095882
1892-10-31,15.315068493150685,19.04021491532471
1892-11-30,15.156462585034015,18.463312690800002
1892-12-31,14.891891891891891,18.01300925127574
1893-01-31,15.548780487804878,17.65664370809878
1893-02-28,15.66676144441285,17.125193854872453
1893-03-31,15.503649635036494,16.899589031582327
1893-04-30,15.93159315931593,17.102541578254918
1893-05-31,14.929056138186304,15.78098731077625
1893-06-30,14.634920634920636,15.41650386359769
1893-07-31,13.669064748201437,14.349854182760948
1893-08-31,13.751263902932255,14.58805653580781
1893-09-30,15.200000000000001,15.012069079138762
1893-10-31,16.169601149838304,15.271794153520183
1893-11-30,16.976225854383358,15.942411400571672
1893-12-31,16.96153846153846,15.612694335464933
1894-01-31,17.163289630512516,15.739869351948219
1894-02-28,18.002466091245378,16.20273659644992
1894-03-31,19.19148936170213,17.187622088121927
1894-04-30,20.15880017644464,17.434849078052448
1894-05-31,20.155748969308295,16.808751920918002
1894-06-30,20.666666666666668,16.60631969529252
1894-07-31,21.070897372335153,16.289679714916947
1894-08-31,22.81427832384894,16.45777707299836
1894-09-30,24.216216216216218,16.522315444877208
1894-10-31,24.561403508771928,16.50290420570842
1894-11-30,25.78728461081402,16.542784447444543
1894-12-31,26.875,16.67246633376772
1895-01-31,25.37313432835821,16.524443935162704
1895-02-28,23.942857142857147,16.3312376932114
1895-03-31,22.958904109589042,16.36462542717479
1895-04-30,23.0,16.387543823686293
1895-05-31,23.341772151898734,17.080369553382383
1895-06-30,22.926829268292686,17.20741353978338
1895-07-31,22.211764705882352,17.54601464874055
1895-08-31,21.772727272727273,18.074072547241787
1895-09-30,21.186813186813186,18.200335946605456
1895-10-31,20.21276595744681,17.944706622466466
1895-11-30,18.927835051546392,17.342998991921686
1895-12-31,17.28,16.54841515666795
1896-01-31,17.30847182813133,16.576224828568176
1896-02-29,18.290176736539255,17.515403352637264
1896-03-31,18.25,17.232362712298603
1896-04-30,18.673426277989016,17.643699378129995
1896-05-31,18.859837119588512,17.82826689423282
1896-06-30,18.782608695652176,17.777578616430457
1896-07-31,17.820908689898545,16.637100103394577
1896-08-31,17.062248096730855,15.70337054622687
1896-09-30,18.227272727272727,16.544339943032014
1896-10-31,18.920166128287953,16.43886680472588
1896-11-30,20.534458509142056,17.089425242371114
1896-12-31,20.095238095238095,16.501404180590086
1897-01-31,19.331195602382042,17.026521282380553
1897-02-28,18.4384649316277,16.89402588325409
1897-03-31,17.829787234042556,16.95803071672104
1897-04-30,16.6872174270448,16.69685743473466
1897-05-31,16.209773539928488,17.047755129229383
1897-06-30,16.42307692307692,17.85049728069061
1897-07-31,16.62318300409989,18.651975755820285
1897-08-31,17.166606432959885,19.006396010519442
1897-09-30,17.47368421052632,19.372370293397793
1897-10-31,16.433685646096148,19.02803122390242
1897-11-30,15.41266158435532,18.358448098050218
1897-12-31,15.32258064516129,18.748757662525502
1898-01-31,15.576125119693582,19.249000021813753
1898-02-28,15.37732870224187,18.91813188800214
1898-03-31,14.53125,18.04217492346868
1898-04-30,14.135477884317973,17.705089426411774
1898-05-31,14.906642179369452,17.595635274512816
1898-06-30,15.333333333333332,19.544817480547998
1898-07-31,15.241524152415243,19.858943014167306
1898-08-31,15.651915651915651,20.544915179153282
1898-09-30,15.470588235294116,20.4427328626913
1898-10-31,15.001456452082728,19.94719982577366
1898-11-30,15.344678396308048,20.5274163248113
1898-12-31,16.142857142857146,21.403631985448186
1899-01-31,16.851441241685144,22.932807416487183
1899-02-28,16.976055959106805,23.048117549980198
1899-03-31,16.73202614379085,23.279682245508727
1899-04-30,16.475972540045767,23.152421525686492
1899-05-31,15.363681345868383,22.091269360834193
1899-06-30,14.626506024096386,21.21209192504684
1899-07-31,14.74870831376233,21.561425634523125
1899-08-31,14.746965880467142,21.72623737305546
1899-09-30,14.23463687150838,20.59114051411378
1899-10-31,13.833733362426358,20.153713460686614
1899-11-30,13.768115942028984,20.1964575208023
1899-12-31,12.541666666666666,18.512649643600202
1900-01-31,12.708333333333334,18.674275362444785
1900-02-28,12.9375,18.70379741725144
1900-03-31,13.041666666666666,18.775793421238376
1900-04-30,13.208333333333334,18.93640203332273
1900-05-31,12.583333333333334,18.403197016950415
1900-06-30,12.208333333333334,17.99271158430398
1900-07-31,12.208333333333334,17.689545468952804
1900-08-31,12.375000000000002,18.069614666784194
1900-09-30,12.083333333333334,17.34187415122471
1900-10-31,12.520833333333334,18.102398784556055
1900-11-30,13.500000000000002,19.419584603760757
1900-12-31,14.3125,20.74405116087085
1901-01-31,14.677184969898278,20.978581834536193
1901-02-28,15.00103455410718,21.679149848206194
1901-03-31,15.484536082474227,22.34758395068385
1901-04-30,16.724881857407027,24.409716994827217
1901-05-31,15.830432111406923,23.064012684863563
1901-06-30,17.346938775510203,25.238466205960346
1901-07-31,16.12772015456579,23.144848553708112
1901-08-31,16.29839854044192,23.07717771384438
1901-09-30,16.161616161616163,22.590468316860246
1901-10-31,15.925105697604188,22.252901618408934
1901-11-30,16.215131446919525,22.375074777652806
1901-12-31,15.9,21.68021514102968
1902-01-31,15.896632732967891,22.34029079603357
1902-02-28,15.698677400805058,22.459957452460408
1902-03-31,15.39906103286385,22.410652288217346
1902-04-30,15.608319528805449,22.823108698497855
1902-05-31,15.26524720317575,22.427954493329803
1902-06-30,14.884955752212392,21.963742295514628
1902-07-31,14.935741576936437,22.385686589401377
1902-08-31,15.050281234020794,23.168671834092873
1902-09-30,14.811715481171547,22.85656638195451
1902-10-31,14.088443202367255,20.604425401859817
1902-11-30,13.30749354005168,20.408541255072187
1902-12-31,12.777777777777779,19.63323212682385
1903-01-31,13.60784944506997,20.3181320538285
1903-02-28,13.712701777270505,20.107051517552808
1903-03-31,13.355371900826446,19.88456038487284
1903-04-30,12.988101223395342,18.980022601826267
1903-05-31,12.918578956314803,18.95485872303988
1903-06-30,12.379310344827587,17.81855172296852
1903-07-31,11.981808640895574,16.91817841476666
1903-08-31,11.769927214628083,16.2991187909035
1903-09-30,11.657657657657657,15.65435911519692
1903-10-31,11.45052130967624,15.252943825778841
1903-11-30,11.666357049972135,15.407877534297898
1903-12-31,12.39622641509434,16.042894140050144
1904-01-31,12.682741598633,15.861833914033642
1904-02-29,12.421173323141602,15.02149838033144
1904-03-31,12.461538461538462,15.081930176258867
1904-04-30,12.850783820398682,15.565490611691484
1904-05-31,12.663159945451003,15.52582089625464
1904-06-30,12.76470588235294,15.474433638652657
1904-07-31,13.380698638247484,16.036401629624113
1904-08-31,13.928074706934234,16.304651978851034
1904-09-30,14.64,16.74260004916369
1904-10-31,15.602979665794242,17.633197370821403
1904-11-30,16.561929860125684,18.07620022377007
1904-12-31,16.836734693877553,18.159679118703203
1905-01-31,16.693069306930692,18.459852032455853
1905-02-28,16.923076923076923,19.168996375829835
1905-03-31,16.91588785046729,19.831506074218424
1905-04-30,16.254545454545454,19.48292752471129
1905-05-31,15.04424778761062,18.62948750984513
1905-06-30,14.827586206896552,18.735862386183538
1905-07-31,14.907563025210083,19.205883309548053
1905-08-31,15.081967213114753,19.573308430803724
1905-09-30,14.768,19.74349241969778
1905-10-31,14.624999999999998,19.897394814329534
1905-11-30,14.213740458015268,19.443525693264984
1905-12-31,14.23880597014925,19.577960809096112
1906-01-31,14.568265682656826,20.132402260807893
1906-02-28,14.306569343065693,19.866752563675888
1906-03-31,13.80505415162455,19.25945302085411
1906-04-30,13.471428571428572,18.87620499611588
1906-05-31,12.975265017667844,18.054044460926395
1906-06-30,13.006993006993008,18.172666376497496
1906-07-31,12.539792387543253,18.19520014351375
1906-08-31,13.328767123287673,18.967251477549294
1906-09-30,13.599999999999998,19.20099368200136
1906-10-31,13.060402684563758,18.095380908869096
1906-11-30,13.196013289036545,18.141851654007958
1906-12-31,12.947368421052632,17.660003667768652
1907-01-31,12.717839563655714,17.218913853705978
1907-02-28,12.457957755953181,16.217071288766146
1907-03-31,11.360544217687075,14.687545255978645
1907-04-30,11.545341956790974,14.66970990560273
1907-05-31,11.276625365446192,13.79010715342424
1907-06-30,11.04225352112676,13.144269952673199
1907-07-31,11.600399030924898,13.585007357961837
1907-08-31,10.861099091302467,12.513471604446607
1907-09-30,10.875912408759124,12.328569657736622
1907-10-31,9.812324516033692,10.831840153050601
1907-11-30,9.352087385904534,10.59117755918978
1907-12-31,9.954545454545455,11.333306235811166
1908-01-31,10.48522883820603,11.902968628266972
1908-02-29,10.20565950208752,11.55484629514479
1908-03-31,10.734375,11.984662664464292
1908-04-30,11.432180641086374,12.448889158370363
1908-05-31,12.174884314664112,13.078451355438341
1908-06-30,12.32258064516129,13.051684129229988
1908-07-31,12.913745312245231,13.3454871048344
1908-08-31,13.614636558430854,13.88423289520861
1908-09-30,13.616666666666667,13.701442268825113
1908-10-31,13.938985336254843,13.690810359178709
1908-11-30,15.050281234020794,14.435014091256262
1908-12-31,15.568965517241379,14.582482908962438
1909-01-31,15.226890756302522,14.76441845644136
1909-02-28,14.426229508196723,14.167157516701366
1909-03-31,14.272,14.33605838058622
1909-04-30,14.5625,14.645198603086122
1909-05-31,14.702290076335878,14.953509786582782
1909-06-30,14.626865671641792,15.040444676080996
1909-07-31,14.510948905109487,15.231503240497684
1909-08-31,14.542857142857143,15.417580706254759
1909-09-30,14.251748251748252,15.25444643682118
1909-10-31,14.013698630136988,14.988845296121768
1909-11-30,13.664429530201343,14.74563117682459
1909-12-31,13.55263157894737,14.750638489265036
1910-01-31,13.306930693069308,14.547885040564148
1910-02-28,12.874172185430464,14.002037903032702
1910-03-31,13.235880398671098,14.050006965077824
1910-04-30,12.96,13.559883620820079
1910-05-31,12.789297658862877,13.568792287251453
1910-06-30,12.21476510067114,13.019657302315943
1910-07-31,11.636363636363637,12.34258125998522
1910-08-31,11.95945945945946,12.745055150886254
1910-09-30,12.081355932203389,12.937161101070847
1910-10-31,12.680272108843537,13.918866656445815
1910-11-30,12.709897610921502,14.164523175780351
1910-12-31,12.397260273972604,13.74147841778155
1911-01-31,12.905471251566196,14.049215181401202
1911-02-28,13.343710202348946,14.721488469928302
1911-03-31,13.410071942446045,14.370623221979534
1911-04-30,13.581150300014633,14.752935420329353
1911-05-31,14.1134435015632,15.047660591685043
1911-06-30,14.65151515151515,15.328355684719284
1911-07-31,14.854234150856087,15.08311057870027
1911-08-31,14.402387309564944,13.899790665654447
1911-09-30,13.872,12.997953983252437
1911-10-31,14.218164030653842,13.066472850619194
1911-11-30,15.073957121489114,13.727997586413094
1911-12-31,15.440677966101696,13.929258419578236
1912-01-31,15.220293724966622,13.794952631845822
1912-02-29,14.861088278809797,13.531634369686595
1912-03-31,15.06072874493927,13.639769173944167
1912-04-30,15.30237753310994,13.654392690553232
1912-05-31,15.067631330607108,13.645500685612367
1912-06-30,14.852713178294573,13.785417404502525
1912-07-31,14.659125649648425,13.802876645015786
1912-08-31,14.789687924016283,13.984761763426272
1912-09-30,14.661710037174721,13.92628500131587
1912-10-31,14.43450198034326,13.905092701178463
1912-11-30,14.0851187029531,13.74954101860653
1912-12-31,13.400000000000002,13.388999452579629
1913-01-31,13.396715643906655,13.148088791761557
1913-02-28,13.03210809240157,12.682960516236756
1913-03-31,12.893772893772894,12.443453515183657
1913-04-30,12.989507906014481,12.433067081795162
1913-05-31,12.745974955277283,12.221401061154124
1913-06-30,12.210526315789473,11.491962852761224
1913-07-31,12.484830097087379,11.534022795459858
1913-08-31,12.934333384356345,11.846840543564626
1913-09-30,13.173745173745173,11.843316826625973
1913-10-31,12.872058594358734,11.471490240312288
1913-11-30,12.661214218307645,11.072537845038006
1913-12-31,12.761904761904761,11.17404087003679
1914-01-31,13.482603092783503,11.636092105046133
1914-02-28,13.863004740886055,11.910233879798238
1914-03-31,13.809128630705393,11.685526018836827
1914-04-30,13.686162143940669,11.522662536200235
1914-05-31,13.984936665525504,11.47900869416448
1914-06-30,14.139130434782611,11.428715168831886
1914-07-31,13.573700954400849,10.694345183040136
1914-08-31,13.795581102927969,10.492046265076436
1914-09-30,14.027397260273972,10.500497301802131
1914-10-31,14.267137284042356,10.61275946612622
1914-11-30,14.512471655328797,10.51691764299212
1914-12-31,14.134615384615383,10.172217991997861
1915-01-31,13.6,10.359834197757266
1915-02-28,12.724137931034484,10.32978620966069
1915-03-31,12.40983606557377,10.70701318868281
1915-04-30,12.71875,11.401123789000183
1915-05-31,11.865671641791044,11.02692987647131
1915-06-30,11.485714285714286,11.154262189096338
1915-07-31,10.972602739726028,11.1136293939496
1915-08-31,10.986842105263158,11.584831641604596
1915-09-30,10.962025316455696,12.011570757825888
1915-10-31,11.146341463414636,12.549076133220147
1915-11-30,11.129411764705884,12.857714453559307
1915-12-31,10.772727272727273,12.878444602185981
1916-01-31,9.987154784842646,12.543563692516168
1916-02-29,9.308914297278154,12.354652326458789
1916-03-31,8.800383877159309,12.177052795748478
1916-04-30,8.268003646308113,11.906481776593179
1916-05-31,8.053866203301476,12.026256671905157
1916-06-30,7.767634854771783,11.995961222946578
1916-07-31,7.3312152501985715,11.791165275254547
1916-08-31,7.083015993907084,11.73208263887416
1916-09-30,7.076023391812865,11.94455241750447
1916-10-31,7.018284106891702,12.045741763370797
1916-11-30,6.917344173441735,12.053230403230497
1916-12-31,6.405228758169935,11.41355918884949
1917-01-31,6.341948310139165,10.992361427383424
1917-02-28,6.068548387096774,10.063187738735728
1917-03-31,6.3419618528610355,10.327157080107876
1917-04-30,6.337249481686247,9.644531197281234
1917-05-31,6.213183730715287,9.138988813373578
1917-06-30,6.434163701067615,9.148220259539583
1917-07-31,6.351156069364162,9.003472377228805
1917-08-31,6.258253851797505,8.57268046675378
1917-09-30,6.046165301563663,7.950823264217066
1917-10-31,5.809379727685325,7.387133711108147
1917-11-30,5.411222136817833,6.753013604774308
1917-12-31,5.3125,6.412593898119818
1918-01-31,5.740445859872612,6.640646028655352
1918-02-28,6.0308441558441555,6.784343551630282
1918-03-31,6.026490066225166,6.686355760455894
1918-04-30,6.094674556213017,6.520727730547159
1918-05-31,6.41932700603969,6.5823632316210805
1918-06-30,6.563876651982379,6.496291318641057
1918-07-31,6.75967596759676,6.371324093848989
1918-08-31,6.973321067157314,6.303073760914594
1918-09-30,7.0931326434619,6.149170562431681
1918-10-31,7.572254335260116,6.290515321191322
1918-11-30,7.948717948717949,6.3333274953541565
1918-12-31,7.97979797979798,6.134580411283435
1919-01-31,7.969543147208122,6.098467639950106
1919-02-28,8.040816326530612,6.2396927713649815
1919-03-31,8.328205128205127,6.3560740048691455
1919-04-30,8.649484536082475,6.456139555819275
1919-05-31,9.295336787564768,6.829002261482033
1919-06-30,9.593750000000002,7.021615214784134
1919-07-31,9.958115183246074,7.052837165446312
1919-08-31,9.336842105263157,6.4791311017052795
1919-09-30,9.534391534391535,6.558481672061264
1919-10-31,10.074468085106384,6.794704199949302
1919-11-30,9.828877005347593,6.467022574133132
1919-12-31,9.591397849462364,6.160717033799176
1920-01-31,9.606179286335944,5.9896677711394375
1920-02-29,8.91775844985137,5.455347649907771
1920-03-31,9.66016713091922,5.798822727557157
1920-04-30,9.698883500620276,5.599858725506185
1920-05-31,9.203014386846313,5.188950462047495
1920-06-30,9.15606936416185,5.043639680451618
1920-07-31,9.260126434090378,5.080592919540795
1920-08-31,9.012213921498873,5.0207010779228565
1920-09-30,9.453453453453454,5.297162770108058
1920-10-31,9.589874650115615,5.351177393424155
1920-11-30,9.22545633941786,5.126407930947925
1920-12-31,8.5125,4.784241045083248
1921-01-31,9.386138613861387,5.122184146887374
1921-02-28,9.874125874125873,5.274857191205047
1921-03-31,10.230483271375464,5.192348158684177
1921-04-30,10.968253968253968,5.297085922739674
1921-05-31,12.119148936170212,5.609469225330775
1921-06-30,12.01834862385321,5.21611096098932
1921-07-31,12.995024875621892,5.197779361905469
1921-08-31,14.021739130434783,5.16129482321573
1921-09-30,15.83233532934132,5.3775244254582555
1921-10-31,17.866666666666667,5.4792576780533455
1921-11-30,21.233082706766915,5.83819699320089
1921-12-31,25.20689655172414,6.11415884941727
1922-01-31,22.57964738632849,6.287087290347128
1922-02-28,20.913933277263805,6.4613058726969825
1922-03-31,19.846153846153847,6.82138724903604
1922-04-30,19.395227970706358,7.273253390209859
1922-05-31,18.677468797897962,7.593467258919378
1922-06-30,17.24489795918367,7.557987351755127
1922-07-31,16.26218230460539,7.602095045774032
1922-08-31,15.86132566912161,8.020030689895775
1922-09-30,15.355932203389832,8.265083002284303
1922-10-31,14.856409433659554,8.432151998761896
1922-11-30,13.400335008375212,7.998253772269837
1922-12-31,12.72463768115942,7.964679864939999
1923-01-31,12.461495379445536,8.154200483069156
1923-02-28,12.569416226466206,8.533360579065967
1923-03-31,12.3672131147541,8.700737500978533
1923-04-30,11.567306470064828,8.372809668463814
1923-05-31,10.693142575234337,8.00049786759821
1923-06-30,9.988023952095809,7.671825282673079
1923-07-31,9.380819366852887,7.34598511949065
1923-08-31,9.170157364428846,7.44178317421737
1923-09-30,8.980716253443527,7.458183867189794
1923-10-31,8.618654073199528,7.317400395621481
1923-11-30,8.652437748482946,7.546327911916236
1923-12-31,8.724489795918368,7.809739144938745
1924-01-31,9.048985447837671,8.07224944603738
1924-02-29,9.12833178964701,8.16206622085036
1924-03-31,8.992248062015502,8.058077044116095
1924-04-30,8.823834734765908,7.923620348327982
1924-05-31,8.830275229357799,7.899698330665295
1924-06-30,9.036649214659686,8.051676946396649
1924-07-31,9.497265460664703,8.377712139971836
1924-08-31,9.865849794021337,8.717418308548332
1924-09-30,9.814323607427056,8.581670375209054
1924-10-31,9.730363423212193,8.419491035872428
1924-11-30,10.318989509740955,8.888327361250973
1924-12-31,10.924731182795698,9.310639680416376
1925-01-31,11.058848123758754,9.692618852254997
1925-02-28,10.851215295433745,9.830804722819575
1925-03-31,10.287128712871288,9.518537538810032
1925-04-30,9.91321118611379,9.476566787903069
1925-05-31,9.981185324553152,9.72900769402133
1925-06-30,9.908256880733944,9.796386180450611
1925-07-31,9.937332139659803,9.963993891787798
1925-08-31,9.84251968503937,10.11091845848894
1925-09-30,9.837606837606838,10.3592476113485
1925-10-31,9.933166248955722,10.718495997022927
1925-11-30,10.024529844644317,10.88631744030793
1925-12-31,9.968,11.14736523913725
1926-01-31,10.128102481985588,11.340966188506233
1926-02-28,10.15224358974359,11.389435672748007
1926-03-31,9.463141025641026,10.712352062732482
1926-04-30,9.206094627105053,10.395587685954728
1926-05-31,9.2776886035313,10.575158463806096
1926-06-30,9.726907630522087,11.197979740229954
1926-07-31,10.144694533762058,11.869694058481278
1926-08-31,10.555108608205952,12.488808219521875
1926-09-30,10.72463768115942,12.692614823344718
1926-10-31,10.483091787439614,12.426517521583348
1926-11-30,10.628525382755841,12.615251212344482
1926-12-31,10.879032258064516,13.009052728993133
1927-01-31,10.903173311635475,13.185930628677792
1927-02-28,11.215106732348112,13.633966132216212
1927-03-31,11.4817880794702,14.033257507604494
1927-04-30,11.871345029239766,14.488222209157056
1927-05-31,12.39460370994941,15.002347055737118
1927-06-30,12.672340425531916,15.12033348174753
1927-07-31,13.075601374570448,15.820802594477753
1927-08-31,13.902862098872507,16.86286185276381
1927-09-30,14.820647419072618,17.818723713516423
1927-10-31,14.734982332155479,17.53723785226109
1927-11-30,15.218554861730597,18.13130143495243
1927-12-31,15.72972972972973,18.646624021402527
1928-01-31,15.472197705207416,18.80612857170077
1928-02-29,14.995670995670995,18.86885051958404
1928-03-31,15.505522514868309,19.94341779906454
1928-04-30,16.166666666666668,21.257909249487497
1928-05-31,16.366612111292962,21.83273217874003
1928-06-30,15.277108433734938,20.913421576866707
1928-07-31,15.110410094637224,21.081905435296793
1928-08-31,15.333333333333334,21.76213150257924
1928-09-30,16.135670731707318,23.004649446159235
1928-10-31,16.179775280898877,23.578344239585043
1928-11-30,16.9933677229182,25.121984571109593
1928-12-31,16.77536231884058,25.301591027426145
1929-01-31,17.769835596854897,27.083199620832772
1929-02-28,17.623413258110013,27.13167279824738
1929-03-31,17.684283727399166,27.67574843786188
1929-04-30,17.350720658888125,27.5684544728983
1929-05-31,17.384823848238483,27.698586875008132
1929-06-30,17.49163879598662,27.935467830288687
1929-07-31,18.8110964332893,29.933289406842214
1929-08-31,19.634703196347033,31.480313247173004
1929-09-30,20.167525773195877,32.5637885987767
1929-10-31,17.80534351145038,28.96106716435479
1929-11-30,12.935260842237586,21.17103600009704
1929-12-31,13.291925465838508,22.007373176418334
1930-01-31,13.943481053307645,22.310724294336847
1930-02-28,15.34930139720559,23.69711774933588
1930-03-31,16.51034482758621,24.58660779266885
1930-04-30,18.224767358625627,25.843436862018308
1930-05-31,17.82576321667908,24.309760633908166
1930-06-30,16.682170542635657,21.866899333389473
1930-07-31,17.0250606305578,21.548797592546645
1930-08-31,17.57396449704142,21.300602241118145
1930-09-30,18.389380530973455,21.07258178844731
1930-10-31,16.638811513463327,18.214870154658627
1930-11-30,16.246334310850443,16.93971137777516
1930-12-31,15.989690721649485,16.05500185653132
1931-01-31,17.0,16.705478731547604
1931-02-28,18.901098901098898,18.161492436976086
1931-03-31,19.920454545454547,18.579561032791283
1931-04-30,18.658823529411766,16.87231533160966
1931-05-31,17.475609756097562,15.401539999110106
